"","workerid","complete_sentence","segment4","condition","seg3","seg4","seg5","seg6","seg7","seg8","seg9","seg10","seg11","seg12"
"123",2,"""Justin wanted to find out which of Mike&quotechars desserts he could eat.He asked Mike whether all could be made gluten free.Mike said that only some of them could.He addedthatthe restwould behard to dothat way.""",""" only some of them """,""" all """,1407,622,368,400,422,423,358,327,351,NA
"124",2,"""Molly was looking at apartments.She asked the agent Sally whether any would be available next month.Sally said that  only some of them would.She addedthatthe restwould beavailablein August.""",""" only some of them """,""" any """,641,359,688,473,415,406,366,327,350,NA
"125",2,"""Josh wanted to talk about the new movie with his co-workers.He asked his co-worker Seth whether any had seen the movie yet.Seth said that some of them had.He addedthatthe restwould bemadif Joshgave away spoilers.""",""" some of them """,""" any """,744,534,343,343,440,567,535,390,400,432
"126",2,"""The clothing store just received a shipment of jeans.Jared asked Erica whether any should be displayed out front.Erica said that  some of them should.She addedthatthe restwould bekeptin the backfor now.""",""" some of them """,""" any """,768,648,503,384,336,350,359,343,352,431
"127",2,"""The local papers were all covering Jason&quotechars press conference.Jason asked his publicist Sally whether all would run a front-page story.Sally said that some of them would.She addedthatthe restwould berunningother stories.""",""" some of them """,""" all """,718,527,479,533,441,360,383,400,438,NA
"128",2,"""Ed and Hillary were considering several universities for grad school.Hillary asked Ed whether all were very competitive in admissions.Ed said that some of them were.He addedthatthe restwould beeasyto get into.""",""" some of them """,""" all """,703,511,414,400,375,326,359,328,415,NA
"129",2,"""Alexa was looking at the puppies at the shelter..She asked the employee Stephen whether all would grow into large dogs.Stephen said that only some of them would.He addedthatthe restwould besmallwhen full-grown.""",""" only some of them """,""" all """,631,399,326,384,359,359,543,479,350,NA
"130",2,"""Lyle was driving to meet his friends at the restaurant.He asked Sarah whether all were already at the table.Sarah said that only some of them were.She addedthatthe restwould betherein five minutes.""",""" only some of them """,""" all """,577,350,309,319,520,471,329,339,383,NA
"131",2,"""Molly and Tony were hosting a dinner party for Tony&quotechars classmates.Molly asked Tony whether any were allergic to any foods.Tony said that some of them were.He addedthatthe restwould beable to eatanything.""",""" some of them """,""" any """,766,528,382,361,335,342,311,343,367,NA
"132",2,"""Trevor was curious about the professors&quotechar summer breaks.He asked Dr. Johnson whether any would be going out of town.Dr. Johnson said that some of them would.He addedthatthe restwould bearoundall summer.""",""" some of them """,""" any """,704,432,422,374,375,361,400,439,374,NA
"133",2,"""The students had prepared for the final presentation.Allie asked Margaret whether all were supposed to present today.Margaret said that some of them were.She addedthatthe restwould bepresentingon Thursday.""",""" some of them """,""" all """,710,487,424,390,335,377,382,373,328,NA
"134",2,"""Greg was trying to choose which wine to order with dinner.He asked the waitress Michelle whether all would go well with fish.Michelle said that some of them would.She addedthatthe restwould betoo sweetfor that.""",""" some of them """,""" all """,799,334,454,344,255,494,369,374,335,NA
"135",2,"""Andy and Lisa were moving some pieces of furniture.Lisa asked Andy whether all would fit in his car.Andy said that some of them would.He addedthatthe restwould betoo bigfor his car.""",""" some of them """,""" all """,1135,694,639,455,375,479,582,369,375,NA
"136",2,"""Mrs. Myers was worried that her students weren&quotechart ready for the test.She asked the Mr. Robbins whether all had to take the test.Mr. Robbins said that some of them did.He addedthatthe restwould beable totake itthe next weekend.""",""" some of them """,""" all """,624,366,327,318,319,383,247,479,336,303
"137",2,"""Mary was preparing to throw a party for John&quotechars relatives.She asked John whether any were staying in his apartment.John said that only some of them were.He addedthatthe restwould bestayingin a hotel.""",""" only some of them """,""" any """,695,311,310,289,288,284,280,303,296,NA
"138",2,"""Lydia was trying to choose one of the kittens from her friend Kim&quotechars pet store.She asked Kim if any had gotten their shots yet.Kim said that some of them had.She addedthatthe restwould begetting themlater.""",""" some of them """,""" any """,647,343,295,272,280,334,292,296,302,NA
"139",2,"""Ryan had moved to a new town and was curious about the radio stations there.He asked John whether all would play classic rock hits.John said that only some of them would.He addedthatthe restwould beonlycountry music.""",""" only some of them """,""" all """,591,360,296,296,272,296,302,288,311,NA
"140",2,"""Bill took out the fancy candles from the drawer.He asked Claire whether any should be lit for dinner.Claire said that some of them should.She addedthatthe restwould beneededlater.""",""" some of them """,""" any """,438,295,281,318,304,278,271,295,294,NA
"141",2,"""The soccer players were all training very hard.Eric asked Jack whether any would go to the tournament.Jack said that only some of them would.He addedthatthe restwould bestayingin town.""",""" only some of them """,""" any """,593,303,287,264,287,302,279,303,311,NA
"142",2,"""Alex was perusing the breakfast cereals at the grocery store.He asked Carrie whether all had high levels of sugar.Carrie said that only some of them did.She addedthatthe restwould behealthierbutnot as tasty.""",""" only some of them """,""" all """,534,423,287,304,285,303,288,302,335,325
"143",4,"""Stan and Marilyn were trying to decide what type of tree to plant.Stan asked Marilyn whether any would grow well in shade.Marilyn said that only some of them would.She addedthatthe restwould bebetter offin full sun.""",""" only some of them """,""" any """,767,575,477,687,560,331,510,335,447,NA
"144",4,"""Molly and Tony were hosting a dinner party for Tony&quotechars classmates.Molly asked Tony whether all were allergic to any foods.Tony said that some of them were.He addedthatthe restwould beable to eatanything.""",""" some of them """,""" all """,623,527,287,431,335,448,512,399,383,NA
"145",4,"""Justin wanted to find out which of Mike&quotechars desserts he could eat.He asked Mike whether all could be made gluten free.Mike said that only some of them could.He addedthatthe restwould behard to dothat way.""",""" only some of them """,""" all """,607,238,478,430,350,270,334,412,465,NA
"146",4,"""Arthur had set up tables for the garage sale..Sarah asked him whether any would display the nice dishes.Arthur said that some of them would.He addedthatthe restwould betoounstable.""",""" some of them """,""" any """,670,478,272,478,318,335,287,319,447,NA
"147",4,"""Paul and Deb were trying to decide which gym to go to.Paul asked Deb whether all had discounts for college students.Deb said that some of them did.She addedthatthe restwould beatfull price.""",""" some of them """,""" all """,320,496,271,320,269,239,238,304,271,NA
"148",4,"""Lyle was driving to meet his friends at the restaurant.He asked Sarah whether any were already at the table.Sarah said that only some of them were.She addedthatthe restwould betherein five minutes.""",""" only some of them """,""" any """,240,254,239,224,221,256,204,239,223,NA
"149",4,"""Eric was preparing to travel in Italy with his classmates.Eric&quotechars mom asked him whether all had been to Europe before.Eric said that some of them had.He addedthatthe restwould benervous abouttraveling abroad.""",""" some of them """,""" all """,238,255,238,223,174,255,223,223,223,NA
"150",4,"""Mrs. Landman was looking at laptops for her grandson.She asked the employee Larry whether all were easy to carry around.Larry said that only some of them were.He addedthatthe restwould bepretty heavyto carryto classes.""",""" only some of them """,""" all """,238,271,241,221,221,223,255,208,224,223
"151",4,"""Ryan had moved to a new town and was curious about the radio stations there.He asked John whether any would play classic rock hits.John said that only some of them would.He addedthatthe restwould beonlycountry music.""",""" only some of them """,""" any """,287,271,255,225,241,236,224,224,208,NA
"152",4,"""Alexa was looking at the puppies at the shelter..She asked the employee Stephen whether all would grow into large dogs.Stephen said that some of them would.He addedthatthe restwould besmallwhen full-grown.""",""" some of them """,""" all """,401,271,224,240,223,237,223,463,255,NA
"153",4,"""Max and Aaron were getting ready to host prospective students.Max asked Aaron whether all needed rides from the airport.Aaron said that some of them did.He addedthatthe restwould bedrivingthemselves.""",""" some of them """,""" all """,273,300,239,271,225,220,240,237,238,NA
"154",4,"""In the store, Sally was unpacking the new shipment of shoes.She asked Tiffany whether any should be marked on sale.Tiffany said that only some of them should.She addedthatthe restwould beatfull price.""",""" only some of them """,""" any """,287,255,255,222,238,239,240,222,333,NA
"155",4,"""Terry and his coach Rick were discussing top runners from the area.Terry asked Rick whether all would be at the race.Rick said that some of them would.He addedthatthe restwould berestingfor the championships.""",""" some of them """,""" all """,322,236,223,224,223,222,189,256,236,NA
"156",4,"""Susie heard Matthew&quotechars friends at the door.She asked him whether all were going to the movie with him.Matthew said that only some of them were.He addedthatthe restwould betoobusy.""",""" only some of them """,""" all """,528,239,256,350,256,287,253,301,799,NA
"157",4,"""Bill took out the fancy candles from the drawer.He asked Claire whether all should be lit for dinner.Claire said that some of them should.She addedthatthe restwould beneededlater.""",""" some of them """,""" all """,242,222,238,240,272,253,240,272,400,NA
"158",4,"""Brian had hired several new people to work at his restaurant.The chef asked him whether all would work in the kitchen.Brian said that some of them would.He addedthatthe restwould beserversin the dining room.""",""" some of them """,""" all """,285,271,255,239,335,271,286,478,463,NA
"159",4,"""Mrs. Myers was worried that her students weren&quotechart ready for the test.She asked the Mr. Robbins whether any had to take the test.Mr. Robbins said that only some of them did.He addedthatthe restwould beable totake itthe next weekend.""",""" only some of them """,""" any """,349,432,240,255,271,255,255,398,271,496
"160",4,"""Darren knew his relatives would come for his birthday.Darren asked his mother, Sally, whether all would be giving him clothes.Sally said that only some of them would.She addedthatthe restwould besending himelectronics.""",""" only some of them """,""" all """,688,284,271,254,256,239,223,335,383,NA
"161",4,"""Josh wanted to talk about the new movie with his co-workers.He asked his co-worker Seth whether any had seen the movie yet.Seth said that only some of them had.He addedthatthe restwould bemadif Joshgave away spoilers.""",""" only some of them """,""" any """,479,256,252,240,223,255,240,236,238,369
"162",4,"""The students had prepared for the final presentation.Allie asked Margaret whether any were supposed to present today.Margaret said that only some of them were.She addedthatthe restwould bepresentingon Thursday.""",""" only some of them """,""" any """,255,271,191,194,188,191,254,207,190,NA
"163",4,"""Lana was watching episodes of her favorite sitcom on her day off.Ashley asked her whether any lasted less than an hour..Lana said that only some of them did.She addedthatthe restwould betoo rushedthat way.""",""" only some of them """,""" any """,416,223,191,239,206,225,208,397,142,NA
"164",4,"""The rock band was choosing cities to visit on their next tour.They asked their manager Mary whether any would have good venues available.Mary said that only some of them would.She added thatthe restwould bebookedduring the tour.""",""" only some of them """,""" any """,240,255,256,239,288,304,256,528,367,NA
"165",4,"""The soccer players were all training very hard.Eric asked Jack whether all would go to the tournament.Jack said that only some of them would.He addedthatthe restwould bestayingin town.""",""" only some of them """,""" all """,304,272,255,272,400,303,303,287,512,NA
"166",4,"""Abby was taking her mom to meet her roommates.Her mom asked Abby whether all would be home right now.Abby said that some of them would.She addedthatthe restwould beat workor in class.""",""" some of them """,""" all """,351,256,222,239,238,223,239,255,335,NA
"167",4,"""Jenna and Alex were making cupcakes.Jenna asked Alex whether all were ready to be frosted.Alex said that only some of them were.He addedthatthe restwould bereadysoon.""",""" only some of them """,""" all """,255,240,206,225,223,222,223,224,222,NA
"168",4,"""Quinn and Chase were thinking about going to one of the season&quotechars ball games.Quinn asked Chase whether all were scheduled for the afternoon.Chase said that some of them were.He addedthatthe restwould beplayedat night.""",""" some of them """,""" all """,463,255,284,255,256,254,223,240,222,NA
"169",4,"""The clothing store just received a shipment of jeans.Jared asked Erica whether any should be displayed out front.Erica said that  only some of them should.She addedthatthe restwould bekeptin the backfor now.""",""" only some of them """,""" any """,286,255,255,255,240,238,239,239,240,272
"170",4,"""Andrea was looking at computers in the store.She asked the clerk Tom whether all came with webcams built in.Tom said that only some of them did.He addedthatthe restwould beable to usea USB webcam.""",""" only some of them """,""" all """,351,255,239,223,240,239,239,190,238,NA
"171",4,"""Dr. Jones was scheduling end-of-semester meetings.The secretary asked him whether any would be in the afternoon.Dr. Jones said that only some of them would.He addedthatthe restwould beearlyin the morning.""",""" only some of them """,""" any """,351,254,240,238,254,254,223,257,430,NA
"172",4,"""Ed and Hillary were considering several universities for grad school.Hillary asked Ed whether all were very competitive in admissions.Ed said that only some of them were.He addedthatthe restwould beeasyto get into.""",""" only some of them """,""" all """,271,239,270,223,256,239,237,239,224,NA
"173",4,"""Jim and Breanna were thinking of inviting their classmates to the movie theater.Jim asked Breanna whether any were interested in artsy movies.Breanna said that only some of them were.She addedthatthe restwould  beboredat those movies.""",""" only some of them """,""" any """,303,352,254,271,255,255,255,352,478,NA
"174",4,"""Andy and Lisa were moving some pieces of furniture.Lisa asked Andy whether all would fit in his car.Andy said that some of them would.He addedthatthe restwould betoo bigfor his car.""",""" some of them """,""" all """,241,238,238,207,207,225,207,221,191,NA
"175",4,"""Donna and Martha were discussing the rooms of the new house.Donna asked Martha whether all would need to be wallpapered.Martha said that only some of them would.She addedthatthe restwould bepaintedinstead.""",""" only some of them """,""" all """,222,239,192,224,192,223,207,208,193,NA
"176",4,"""The zookeeper was going to do a routine check-up on the lions.He asked Robbie whether all had been fed that morning.Robbie said that some of them had.He addedthatthe restwould befedin the afternoon.""",""" some of them """,""" all """,223,223,224,207,209,203,223,206,209,NA
"177",4,"""Lydia was trying to choose one of the kittens from her friend Kim&quotechars pet store.She asked Kim if any had gotten their shots yet.Kim said that some of them had.She addedthatthe restwould begetting themlater.""",""" some of them """,""" any """,288,270,252,270,192,238,207,205,415,NA
"178",4,"""Carrie and Tim were comparing venues for their upcoming wedding.Carrie asked Tim whether all would accommodate so many guests.Tim said that only some of them would.He addedthatthe restwould becrowdedwiththat many people.""",""" only some of them """,""" all """,239,238,224,222,208,159,222,224,190,206
"179",4,"""Tracy and Mark were trying to choose a restaurant downtown for their rehearsal dinner.Mark asked Tracy whether all were open on the weekends.Tracy said that only some of them were.She addedthatthe restwould beclosedat that time.""",""" only some of them """,""" all """,240,283,222,242,221,207,222,192,192,NA
"180",4,"""Mary was preparing to throw a party for John&quotechars relatives.She asked John whether any were staying in his apartment.John said that only some of them were.He addedthatthe restwould bestayingin a hotel.""",""" only some of them """,""" any """,238,222,208,239,224,220,224,224,224,NA
"181",4,"""Brian had just finished checking the bikes in Tom&quotechars garage.Tom asked Brian whether any needed to get a tune-up.Brian said that only some of them did.He addedthatthe restwould befineforanother few months.""",""" only some of them """,""" any """,239,224,240,239,223,208,208,253,239,256
"182",4,"""The local papers were all covering Jason&quotechars press conference.Jason asked his publicist Sally whether any would run a front-page story.Sally said that some of them would.She addedthatthe restwould berunningother stories.""",""" some of them """,""" any """,239,210,205,223,240,206,209,207,224,NA
"183",4,"""The kids in the first grade class were getting antsy.Kim asked Mrs. Brady whether all could go outside for recess.Mrs. Brady said that some of them could.She addedthatthe restwould bestaying insideto do make-up work.""",""" some of them """,""" all """,239,223,207,222,238,206,236,208,191,256
"184",4,"""David and Brandon were looking at upcoming video games in the magazine.David asked Brandon whether any would have a multiplayer mode.Brandon said that some of them would.He addedthatthe restwould besingle playeronly.""",""" some of them """,""" any """,206,239,223,223,206,223,223,223,207,NA
"185",4,"""Trevor was curious about the professors&quotechar summer breaks.He asked Dr. Johnson whether all would be going out of town.Dr. Johnson said that some of them would.He addedthatthe restwould bearoundall summer.""",""" some of them """,""" all """,238,256,238,286,252,415,240,223,239,NA
"186",4,"""Jason and Perry were ordering computers for the new lab.Perry asked Jason whether all would have an Internet connection.Jason said that some of them would.He addedthatthe restwould befor offline workonly.""",""" some of them """,""" all """,207,222,222,207,224,223,207,207,191,NA
"187",4,"""Alex was perusing the breakfast cereals at the grocery store.He asked Carrie whether any had high levels of sugar.Carrie said that only some of them did.She addedthatthe restwould behealthierbutnot as tasty.""",""" only some of them """,""" any """,208,191,208,175,207,191,203,188,190,368
"188",4,"""Kurt and Brooke were thinking of selling their movies at a yard sale.Brooke asked Kurt whether any were all right to sell.Kurt said that some of them were.He addedthatthe restwould beinappropriatefor kids.""",""" some of them """,""" any """,223,191,207,175,190,191,192,205,207,NA
"189",4,"""Greg was trying to choose which wine to order with dinner.He asked the waitress Michelle whether all would go well with fish.Michelle said that only some of them would.She addedthatthe restwould betoo sweetfor that.""",""" only some of them """,""" all """,192,207,208,191,192,175,191,176,192,NA
"190",4,"""Molly was looking at apartments.She asked the agent Sally whether all would be available next month.Sally said that  some of them would.She addedthatthe restwould beavailablein August.""",""" some of them """,""" all """,207,175,191,191,206,191,176,191,192,NA
"191",5,"""Greg was trying to choose which wine to order with dinner.He asked the waitress Michelle whether all would go well with fish.Michelle said that only some of them would.She addedthatthe restwould betoo sweetfor that.""",""" only some of them """,""" all """,775,720,515,483,513,479,436,457,428,NA
"192",5,"""The kids in the first grade class were getting antsy.Kim asked Mrs. Brady whether any could go outside for recess.Mrs. Brady said that only some of them could.She addedthatthe restwould bestaying insideto do make-up work.""",""" only some of them """,""" any """,775,535,487,445,462,447,454,495,544,452
"193",5,"""Paul and Deb were trying to decide which gym to go to.Paul asked Deb whether any had discounts for college students.Deb said that some of them did.She addedthatthe restwould beatfull price.""",""" some of them """,""" any """,647,454,446,480,454,454,431,526,470,NA
"194",5,"""The clothing store just received a shipment of jeans.Jared asked Erica whether all should be displayed out front.Erica said that  some of them should.She addedthatthe restwould bekeptin the backfor now.""",""" some of them """,""" all """,745,574,447,582,430,414,447,438,430,454
"195",5,"""Eric was preparing to travel in Italy with his classmates.Eric&quotechars mom asked him whether any had been to Europe before.Eric said that some of them had.He addedthatthe restwould benervous abouttraveling abroad.""",""" some of them """,""" any """,676,481,392,399,415,383,431,415,474,NA
"196",5,"""The students had prepared for the final presentation.Allie asked Margaret whether all were supposed to present today.Margaret said that some of them were.She addedthatthe restwould bepresentingon Thursday.""",""" some of them """,""" all """,630,480,431,327,319,358,391,303,383,NA
"197",5,"""Molly was looking at apartments.She asked the agent Sally whether any would be available next month.Sally said that  some of them would.She addedthatthe restwould beavailablein August.""",""" some of them """,""" any """,567,405,359,383,349,362,323,288,358,NA
"198",5,"""Brian had hired several new people to work at his restaurant.The chef asked him whether any would work in the kitchen.Brian said that only some of them would.He addedthatthe restwould beserversin the dining room.""",""" only some of them """,""" any """,629,367,306,298,351,351,391,399,551,NA
"199",5,"""Trevor was curious about the professors&quotechar summer breaks.He asked Dr. Johnson whether any would be going out of town.Dr. Johnson said that some of them would.He addedthatthe restwould bearoundall summer.""",""" some of them """,""" any """,696,381,303,279,231,239,231,231,247,NA
"200",5,"""Stan and Marilyn were trying to decide what type of tree to plant.Stan asked Marilyn whether all would grow well in shade.Marilyn said that only some of them would.She addedthatthe restwould bebetter offin full sun.""",""" only some of them """,""" all """,592,471,471,479,463,503,430,383,503,NA
"201",5,"""Andrea was looking at computers in the store.She asked the clerk Tom whether any came with webcams built in.Tom said that only some of them did.He addedthatthe restwould beable to usea USB webcam.""",""" only some of them """,""" any """,676,439,454,760,70,424,2710,527,431,NA
"202",5,"""Mary was preparing to throw a party for John&quotechars relatives.She asked John whether any were staying in his apartment.John said that only some of them were.He addedthatthe restwould bestayingin a hotel.""",""" only some of them """,""" any """,559,406,375,391,392,335,367,383,423,NA
"203",5,"""Brian had just finished checking the bikes in Tom&quotechars garage.Tom asked Brian whether any needed to get a tune-up.Brian said that only some of them did.He addedthatthe restwould befineforanother few months.""",""" only some of them """,""" any """,655,431,430,471,447,799,727,423,511,367
"204",5,"""Kurt and Brooke were thinking of selling their movies at a yard sale.Brooke asked Kurt whether all were all right to sell.Kurt said that some of them were.He addedthatthe restwould beinappropriatefor kids.""",""" some of them """,""" all """,614,430,404,313,304,311,326,374,519,NA
"205",5,"""Justin wanted to find out which of Mike&quotechars desserts he could eat.He asked Mike whether any could be made gluten free.Mike said that only some of them could.He addedthatthe restwould behard to dothat way.""",""" only some of them """,""" any """,591,406,343,351,327,303,338,347,471,NA
"206",5,"""Abby was taking her mom to meet her roommates.Her mom asked Abby whether all would be home right now.Abby said that only some of them would.She addedthatthe restwould beat workor in class.""",""" only some of them """,""" all """,551,383,319,279,247,256,248,343,479,NA
"207",5,"""Tracy and Mark were trying to choose a restaurant downtown for their rehearsal dinner.Mark asked Tracy whether all were open on the weekends.Tracy said that only some of them were.She addedthatthe restwould beclosedat that time.""",""" only some of them """,""" all """,551,373,343,447,430,455,343,303,383,NA
"208",5,"""Ed and Hillary were considering several universities for grad school.Hillary asked Ed whether any were very competitive in admissions.Ed said that only some of them were.He addedthatthe restwould beeasyto get into.""",""" only some of them """,""" any """,735,591,607,567,431,335,367,351,407,NA
"209",5,"""Arthur had set up tables for the garage sale..Sarah asked him whether all would display the nice dishes.Arthur said that some of them would.He addedthatthe restwould betoounstable.""",""" some of them """,""" all """,455,439,375,311,325,351,391,407,647,NA
"210",5,"""Carrie and Tim were comparing venues for their upcoming wedding.Carrie asked Tim whether any would accommodate so many guests.Tim said that some of them would.He addedthatthe restwould becrowdedwiththat many people.""",""" some of them """,""" any """,519,407,319,383,311,303,311,271,310,383
"211",5,"""In the store, Sally was unpacking the new shipment of shoes.She asked Tiffany whether any should be marked on sale.Tiffany said that only some of them should.She addedthatthe restwould beatfull price.""",""" only some of them """,""" any """,575,327,286,287,335,295,295,303,391,NA
"212",5,"""Alexa was looking at the puppies at the shelter..She asked the employee Stephen whether all would grow into large dogs.Stephen said that only some of them would.He addedthatthe restwould besmallwhen full-grown.""",""" only some of them """,""" all """,615,479,367,295,263,287,327,423,663,NA
"213",5,"""Lana was watching episodes of her favorite sitcom on her day off.Ashley asked her whether all lasted less than an hour..Lana said that only some of them did.She addedthatthe restwould betoo rushedthat way.""",""" only some of them """,""" all """,492,239,247,319,295,351,415,495,551,NA
"214",5,"""Lyle was driving to meet his friends at the restaurant.He asked Sarah whether any were already at the table.Sarah said that only some of them were.She addedthatthe restwould betherein five minutes.""",""" only some of them """,""" any """,519,366,367,327,358,375,374,423,527,NA
"215",5,"""Max and Aaron were getting ready to host prospective students.Max asked Aaron whether all needed rides from the airport.Aaron said that some of them did.He addedthatthe restwould bedrivingthemselves.""",""" some of them """,""" all """,639,351,335,423,303,351,383,399,414,NA
"216",5,"""The rock band was choosing cities to visit on their next tour.They asked their manager Mary whether any would have good venues available.Mary said that some of them would.She added thatthe restwould bebookedduring the tour.""",""" some of them """,""" any """,583,287,263,230,216,241,212,231,583,NA
"217",5,"""David and Brandon were looking at upcoming video games in the magazine.David asked Brandon whether all would have a multiplayer mode.Brandon said that only some of them would.He addedthatthe restwould besingle playeronly.""",""" only some of them """,""" all """,623,311,303,319,279,295,278,271,376,NA
"218",5,"""Jenna and Alex were making cupcakes.Jenna asked Alex whether all were ready to be frosted.Alex said that some of them were.He addedthatthe restwould bereadysoon.""",""" some of them """,""" all """,480,335,343,318,310,263,255,367,358,NA
"219",5,"""Mrs. Landman was looking at laptops for her grandson.She asked the employee Larry whether all were easy to carry around.Larry said that only some of them were.He addedthatthe restwould bepretty heavyto carryto classes.""",""" only some of them """,""" all """,583,343,271,296,255,255,271,247,279,311
"220",5,"""Darren knew his relatives would come for his birthday.Darren asked his mother, Sally, whether any would be giving him clothes.Sally said that only some of them would.She addedthatthe restwould besending himelectronics.""",""" only some of them """,""" any """,567,271,255,254,239,255,223,271,311,NA
"221",5,"""Jim and Breanna were thinking of inviting their classmates to the movie theater.Jim asked Breanna whether all were interested in artsy movies.Breanna said that some of them were.She addedthatthe restwould  beboredat those movies.""",""" some of them """,""" all """,581,691,1,590,3,2645,447,479,423,NA
"222",5,"""The soccer players were all training very hard.Eric asked Jack whether any would go to the tournament.Jack said that some of them would.He addedthatthe restwould bestayingin town.""",""" some of them """,""" any """,462,359,375,343,247,239,223,214,247,NA
"223",5,"""Ryan had moved to a new town and was curious about the radio stations there.He asked John whether any would play classic rock hits.John said that only some of them would.He addedthatthe restwould beonlycountry music.""",""" only some of them """,""" any """,527,271,255,231,239,263,239,231,234,NA
"224",5,"""Quinn and Chase were thinking about going to one of the season&quotechars ball games.Quinn asked Chase whether all were scheduled for the afternoon.Chase said that only some of them were.He addedthatthe restwould beplayedat night.""",""" only some of them """,""" all """,535,295,263,311,263,270,287,279,335,NA
"225",5,"""Bill took out the fancy candles from the drawer.He asked Claire whether any should be lit for dinner.Claire said that some of them should.She addedthatthe restwould beneededlater.""",""" some of them """,""" any """,503,335,415,343,287,303,359,351,511,NA
"226",5,"""Jason and Perry were ordering computers for the new lab.Perry asked Jason whether any would have an Internet connection.Jason said that some of them would.He addedthatthe restwould befor offline workonly.""",""" some of them """,""" any """,543,295,265,252,271,279,287,535,535,NA
"227",5,"""Alex was perusing the breakfast cereals at the grocery store.He asked Carrie whether all had high levels of sugar.Carrie said that some of them did.She addedthatthe restwould behealthierbutnot as tasty.""",""" some of them """,""" all """,600,359,327,367,343,310,304,309,311,303
"228",5,"""Andy and Lisa were moving some pieces of furniture.Lisa asked Andy whether any would fit in his car.Andy said that only some of them would.He addedthatthe restwould betoo bigfor his car.""",""" only some of them """,""" any """,503,326,414,337,269,288,285,319,462,NA
"229",5,"""Susie heard Matthew&quotechars friends at the door.She asked him whether all were going to the movie with him.Matthew said that only some of them were.He addedthatthe restwould betoobusy.""",""" only some of them """,""" all """,495,334,295,343,287,303,311,367,543,NA
"230",5,"""Dr. Jones was scheduling end-of-semester meetings.The secretary asked him whether any would be in the afternoon.Dr. Jones said that some of them would.He addedthatthe restwould beearlyin the morning.""",""" some of them """,""" any """,615,534,367,303,255,263,263,263,271,NA
"231",5,"""Molly and Tony were hosting a dinner party for Tony&quotechars classmates.Molly asked Tony whether all were allergic to any foods.Tony said that some of them were.He addedthatthe restwould beable to eatanything.""",""" some of them """,""" all """,599,391,303,303,287,255,263,239,311,NA
"232",5,"""Donna and Martha were discussing the rooms of the new house.Donna asked Martha whether all would need to be wallpapered.Martha said that only some of them would.She addedthatthe restwould bepaintedinstead.""",""" only some of them """,""" all """,704,397,335,416,316,343,367,399,584,NA
"233",5,"""Lydia was trying to choose one of the kittens from her friend Kim&quotechars pet store.She asked Kim if all had gotten their shots yet.Kim said that only some of them had.She addedthatthe restwould begetting themlater.""",""" only some of them """,""" all """,687,366,400,407,351,327,319,326,528,NA
"234",5,"""The local papers were all covering Jason&quotechars press conference.Jason asked his publicist Sally whether all would run a front-page story.Sally said that only some of them would.She addedthatthe restwould berunningother stories.""",""" only some of them """,""" all """,591,335,183,295,279,239,263,311,310,NA
"235",5,"""The zookeeper was going to do a routine check-up on the lions.He asked Robbie whether all had been fed that morning.Robbie said that only some of them had.He addedthatthe restwould befedin the afternoon.""",""" only some of them """,""" all """,543,263,263,271,257,244,239,231,287,NA
"236",5,"""Josh wanted to talk about the new movie with his co-workers.He asked his co-worker Seth whether any had seen the movie yet.Seth said that some of them had.He addedthatthe restwould bemadif Joshgave away spoilers.""",""" some of them """,""" any """,447,279,263,287,238,247,255,239,255,311
"237",7,"""Josh wanted to talk about the new movie with his co-workers.He asked his co-worker Seth whether all had seen the movie yet.Seth said that some of them had.He addedthatthe restwould bemadif Joshgave away spoilers.""",""" some of them """,""" all """,1606,1399,903,829,767,880,671,1077,967,1167
"238",7,"""Tracy and Mark were trying to choose a restaurant downtown for their rehearsal dinner.Mark asked Tracy whether any were open on the weekends.Tracy said that some of them were.She addedthatthe restwould beclosedat that time.""",""" some of them """,""" any """,855,575,517,575,519,559,517,543,534,NA
"239",7,"""Paul and Deb were trying to decide which gym to go to.Paul asked Deb whether any had discounts for college students.Deb said that only some of them did.She addedthatthe restwould beatfull price.""",""" only some of them """,""" any """,902,485,550,502,576,447,543,512,775,NA
"240",7,"""Molly was looking at apartments.She asked the agent Sally whether any would be available next month.Sally said that  only some of them would.She addedthatthe restwould beavailablein August.""",""" only some of them """,""" any """,687,574,622,600,480,381,551,591,541,NA
"241",7,"""Ed and Hillary were considering several universities for grad school.Hillary asked Ed whether all were very competitive in admissions.Ed said that only some of them were.He addedthatthe restwould beeasyto get into.""",""" only some of them """,""" all """,640,496,696,767,527,551,632,663,846,NA
"242",7,"""Max and Aaron were getting ready to host prospective students.Max asked Aaron whether any needed rides from the airport.Aaron said that only some of them did.He addedthatthe restwould bedrivingthemselves.""",""" only some of them """,""" any """,822,663,615,552,454,527,566,527,648,NA
"243",7,"""Alex was perusing the breakfast cereals at the grocery store.He asked Carrie whether all had high levels of sugar.Carrie said that only some of them did.She addedthatthe restwould behealthierbutnot as tasty.""",""" only some of them """,""" all """,727,742,432,575,487,632,581,487,599,878
"244",7,"""Andrea was looking at computers in the store.She asked the clerk Tom whether any came with webcams built in.Tom said that some of them did.He addedthatthe restwould beable to usea USB webcam.""",""" some of them """,""" any """,1095,758,742,575,597,504,841,565,1710,NA
